,song_name,key_signature	,harmonic_red,key_signature
87,"091---Jatin-Lalit,-Lata-Mangeshkar---Kabhi-Khushi-Kabhie-Gham_basic_pitch.mid",,"['ii43', 'ii', '#ii43', 'i', 'i7', '#vi7', 'ii', 'i', '#ii7', '#ii', 'ii', 'v', 'i', '#ii42', 'i', 'vi', 'vi64', '#vi', 'i', '#ii42', '#ii42', 'ii43', 'v', 'i', '#ii42', '#ii', 'v', 'ii42', 'ii42', 'i', 'i53', 'i', 'vi', 'ii7', '##iii42', 'i53', 'i', 'i', '##iii7', 'v', '##iii42', 'v', '#vi7', 'ii43', 'i', '#vi', '##iii65', '#v', '#ii', '#ii', 'ii43', 'ii', 'i', 'i', 'I53', 'i', 'i', '##iii7', 'i', 'ii', 'i', 'ii43', 'v', 'i', '#vi7', '##iii42', '#ii42', 'i', 'i', 'i', 'i', 'ii42', 'i', 'i', 'i6', '##iii7', '##iii', 'i', 'i', 'i', '##iii65', '##iii65', 'i64', '##iii', 'i', 'v', '##iii65', 'i', 'i', 'i', 'i7', 'vi', 'i', '#ii7', '#ii42', 'ii', 'ii', 'i', 'i', 'i', 'i6', 'vi43', '#vi7', 'i', 'i', 'i', 'vi65', 'i', 'i53', 'i6', 'i', 'i', 'i', 'vi64', 'vi64', 'vi64', 'v', 'ii42', '#vi64', 'vi', 'v', 'v', 'ii43', 'i', 'ii', 'I', '#vi7', 'v', 'i', 'i', 'vi6', '#ii42', 'v', '#vi', 'ii', 'i', 'i', '##iii7', 'v', '#vi', 'ii', '#vi42', 'ii7', 'i', 'i', 'i53', 'i53', 'vi65', 'ii43', 'i', 'v', 'vi6', 'i53', 'i53', 'i', '#vi65', '#vi7', 'i', 'i6', 'vi43', '#vi', 'v', 'i', '#ii42', 'vi43', '##iii42', '#ii', 'v', 'i', 'ii43', 'ii', 'i', 'v', 'v', 'ii42', 'i', 'i', 'I', 'i', '#ii', '#ii', 'i', 'i', '#iii', 'i', 'v', '#ii42', 'v', 'ii42', 'v', '#vi', 'i', 'v', '##iii65', '#ii42', '-', '#vi', 'v', 'i', 'i7', 'i', '##iii42', 'i7', '#vi', '#vi7', '##iii65', 'i', 'i64', '##iii42', '#vi7', '#vi7', 'i', 'II43', 'ii43', 'i', 'v', '#ii', 'v', '#vi7', '#vi53', 'i', 'ii43', '#vi53', 'i', 'vi64', 'ii43', '#ii', 'ii42', 'i', '#vi7', 'ii', 'ii42', 'i53', 'i', 'i42']",e- minor
88,"092---A.R.-Rahman,-Lata-Mangeshkar---Luka-Chuppi_basic_pitch.mid",,"['i', 'i', 'i', 'iv', 'iv', 'iv', 'i', 'i', 'vi65', 'i', 'bi', 'i', 'i', 'i', 'iv', 'iv', 'i', 'I53', 'iv', 'I', 'i', 'i', 'I53', 'i', 'vi65', 'i', 'i', 'i', 'I64', 'i', 'iv', 'bi', 'i', 'i', 'i', 'vi42', 'bi', 'iv', 'i', 'i', 'i', 'iv', 'i', 'iv', 'i', 'i', 'iv', 'iv', 'IV', 'bi', 'i', 'i', 'IV', 'vi65', 'iv', 'ii7', 'iv42', 'I', 'I53', 'I53', 'iv7', 'i', 'i', 'I53', 'vi65', 'i', 'i', 'IV42', 'i', 'i', 'vi65', 'vi65', 'i', 'I53', 'I53', 'vi65', 'IV', 'i', 'I53', 'I', 'iv', 'i', 'vi65', 'i', 'I6', 'IV', 'bi', 'i', 'I6', 'iv', 'IV', 'i', 'I53', 'I6', 'IV', 'v', 'I53', 'IV64', 'vi', 'I42', 'I', 'I53', 'I', 'I', 'I53', 'I53', 'iv', 'i', 'I64', 'i', 'I64', 'bi', 'i', 'i', 'i', 'i', 'i', 'iii', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'iv', 'iv', 'i', 'i', 'v', 'IV64', 'i', 'i', 'iv', 'i', 'iii42', 'bi6', 'IV7', 'bi64', 'vi7', 'IV', 'iv', 'v', 'IV', 'i', 'i', 'i', 'vi65', 'iii42', 'iv42', 'ii65', 'I', 'vi53', 'IV53', 'i', 'ii', 'iv42', 'ii65', 'iii', 'I', 'ii', 'I', 'iv', 'iv', 'i', 'I', 'vi', 'ii42', 'i', 'i', 'IV6', 'vi53', 'i', 'vi53', 'i', 'i', 'I', 'iv42', 'bi', 'i', 'I64', 'i', 'vi7', 'ii65', 'ii65', 'vi', 'IV7', 'iv', 'I', 'i', 'i', 'i', 'i', 'iv', 'iv']",E major
89,"093---A.R.-Rahman,-Asha-Bhosle,-Udit-Narayan,-Vaishali-Samant---Radha-Kaise-Na-Jale_basic_pitch.mid",,"['-', 'bii', '-', '#iii', '-', '#iii', '-', '-', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'iv', 'i7', 'v65', 'v43', 'i', 'v', 'i7', 'v7', 'v', 'i42', 'i', 'i53', 'i', 'i', 'ii42', 'iv', 'i', 'i', 'i7', 'i', 'v7', 'i7', 'iv', 'III', 'III', 'i', 'iv', 'IV', 'i42', 'v', 'i43', 'i', 'i43', 'i', 'i', 'v7', 'i', 'i', 'i', 'i43', 'iv', 'ii42', '#vi', 'v', 'v', '#vi', 'v', 'i', '#vi', '#vi65', '#iv', 'IV53', 'v', 'I', '#vi', 'i', 'i7', 'vii', 'I', 'I64', '#iii', 'I', '#iv7', 'i7', '#vi', 'I6', 'iv', 'i6', 'i', 'i53', 'iv', 'iv', 'IV43', 'iv', 'i', '-', 'i7', 'i', 'i', 'i53', 'i53', 'v64', 'i', 'v53', 'i', 'i', 'IV', 'i7', 'IV53', 'I6', 'I53', 'iv42', 'iv43', 'iv42', 'I', 'iv', 'V7', 'i', 'IV7', 'v', 'i', 'i7', 'IV', 'ii42', 'IV', '#vi7', 'i', 'I53', 'ii42', '#iii', 'i7', '#iii', 'i', 'v42', 'iv', '#iv', 'iv', 'ii42', 'i', 'v7', 'iv', 'I42', 'iv', 'i', 'i53', 'i', 'I6', 'i53', 'i', 'i', '#vi', 'i64', 'i', 'III', 'ii7', 'i43', 'I', 'i', '#vi42', 'iv42', 'vi', 'vi42', 'i', 'i', 'iv', 'VI6', 'i53', 'i7', '#vi65', 'iv43', 'i7', 'i']",d minor
90,"094---Asha-Bhosle,-Mohammed-Rafi---Chura-Liya-Hai-Tumne-Jo-Dil-Ko---From-Yaadon-Ki-Baaraat_basic_pitch.mid",,"['iv', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'VI', 'VI', 'ii65', 'V53', 'V53', 'i', 'VII', 'ii42', 'ii42', 'ii42', 'VII', 'vii', 'ii65', 'ii42', 'V', 'i', 'ii42', 'vii', 'v42', 'ii42', 'V7', 'v7', 'ii', 'v43', 'I', 'i', 'i', 'vii', 'vii', 'i', 'V53', 'V53', 'i', 'VII', 'VII53', 'i', 'i', 'iv', 'v7', 'v43', 'ii', '#iii6', 'i42', 'i', 'v42', 'III65', 'i53', 'ii', 'i', 'i', 'VII53', 'i', 'VI65', 'VII53', 'i', 'iv64', 'v43', 'v43', 'I', 'I', 'i', 'III65', 'i', 'vii', 'vii', 'VI65', 'V53', 'V64', 'i', 'i42', 'vii', 'VI65', 'i', 'i', 'VI65', 'i', 'i', 'i42', 'vii', 'vii', 'i', 'i42', 'i', 'i42', 'vii42', 'vi', 'i', 'i', 'i', 'VII53', 'VI', 'VI65', 'v65', 'ii42', 'i53', 'v42', 'i', 'i53', 'ii', 'i', 'iv', 'ii', 'IV', 'iv', 'I', 'i', 'v43', '#vii', 'vii53', 'iv42', '#vii', '#vii', 'V64', '#vii', 'VII', 'vii', 'i', 'v', 'v43', 'ii', 'v43', '#iii42', 'i', 'i42', 'VII', 'vii', '#vii', 'i', 'VI65', 'i', 'bii42', 'VI65', 'i', 'i', 'i']",a minor
91,"095---Shankar-Ehsaan-Loy,-Shankar-Mahadevan,-Caralisa-Monteiro,-Shafqat-Amanat-Ali---Mitwa_basic_pitch.mid",,"['iii42', 'I', 'iii42', 'I', 'I', 'iii42', 'I', 'I', 'i', 'iii42', 'I', 'iii42', 'I', 'iii', 'v', 'I64', 'vi', 'v', 'v', 'I53', 'i', 'v', 'v', 'v', 'V6', 'I', 'bv', 'iii', 'I6', 'v65', 'i', 'V', 'iii53', 'i', 'bvii', 'v', 'iii65', 'i', 'iii65', 'v', 'i', 'v', 'I53', 'v', 'v', 'v', 'I53', 'vi42', 'v', 'v', 'vi7', 'vii', 'I', 'bv', 'iii', 'i', 'bvii', 'i', 'V53', 'iii53', 'i', 'i7', 'v', 'iii7', 'i', 'iii7', 'i', 'v', 'v', 'ii', 'vi64', 'v', 'v', 'v42', 'I', 'I64', 'v', 'vii', 'i', 'ii', 'i', 'V', 'V', 'iii53', 'I65', 'iii6', 'V53', 'I65', 'iv43', 'i', 'v', 'iii7', 'I', 'I64', 'v7', 'ii42', 'I6', 'iii', 'IV64', 'vi43', 'I53', 'v', 'ii', 'V', 'vii', 'ii42', 'v', 'iii', 'i', 'bvii', 'i', 'iii6', 'I53', 'ii42', 'i', 'v', 'V53', 'IV', 'I6', 'iii53', 'V7', 'v42', 'IV', 'I', 'iii', 'I', 'I', 'ii', 'ii42', 'V53', 'I65', 'I7', 'I53', 'i', 'i43', 'I', 'I', 'I64', 'v42', 'IV', 'iii', 'iii', 'IV53', 'iii', 'I53', 'v', 'v', 'V', 'V', 'ii7', 'iii42', 'iii', 'i', 'iv', 'v', 'iii', 'vi', 'bvii', 'i', 'V53', 'i', 'I64', 'v', 'v', 'v', 'I53', 'v', 'ii', 'iii65', 'v', 'v', 'v', 'i', 'iii65', 'V53', 'V53', 'i', 'V53', 'i', 'v', 'v', 'i', 'iii65', 'i', 'i', 'i', 'i', 'i', 'v', 'v', 'v']",A major
92,096---A.R.-Rahman---Maa-Tujhe-Salaam_basic_pitch.mid,,"['i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i53', 'i53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i42', 'i', 'vi65', 'vi', 'i', '#i', 'vi65', 'i', 'I', 'I', 'i', 'i', 'vi', 'vi', '#iii7', '#iii7', 'v', 'iii65', 'i', 'i', 'i', 'i', 'i', 'i', 'I53', 'i', 'i6', 'i', 'I', 'i', 'i6', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i6', 'vi65', 'i', 'i', 'i', 'vi65', 'i', 'i', 'i', 'i53', 'vi', '#iv64', 'i6', 'v', '#iii7', 'i', 'i', 'i', 'i6', 'i', 'I', 'I53', 'i', 'i', 'i', 'i', 'i6', 'i', 'i', 'i', 'i6', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i6', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'II', 'II', 'v', 'ii', 'II', 'ii', 'vi42', 'ii', 'II', 'v', 'v', 'ii', 'II', 'v', 'ii', 'ii', 'II53', 'v', 'ii', 'vii6', 'v', 'vi42', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'vii65', 'vii65', 'ii7', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii', 'ii']",E- major
93,"097---A.R.-Rahman,-Daler-Mehndi,-K.-S.-Chithra---Rang-De-Basanti_basic_pitch.mid",,"['#i', 'ii42', 'iv43', 'iv42', 'iv42', '#i', '#vii', 'iv42', 'iv42', 'i53', 'i', 'I53', '#iv', '#iv', 'i', 'II42', '#iv', '#iv', 'i', 'I53', 'I53', 'I', 'ii', 'V', 'i', '#vi', 'i', '#iv', 'II42', 'i', 'vii', 'i', 'i', 'iv', 'iv', 'i', 'VI53', 'iv', 'i', 'iv7', 'iv43', 'i', 'i', 'i42', 'v65', 'i', 'ii42', 'i42', 'v', 'iv43', 'i53', 'V', 'i', 'i', 'i', 'i42', 'iv65', 'iv64', 'iv', 'i53', '#vi65', 'VII', 'vii', 'VII', 'i', 'i', 'vii', 'i', 'i', '#iv', '#iv', 'II42', '#iv', 'i', 'I53', 'I53', '#vi6', 'ii', 'V53', 'i', '#iv', 'i', '#iv64', 'i', 'i', 'vii', '#i', 'i', 'i', 'i53', 'iv', 'iv', 'iv', 'vi53', 'iv', 'vi6', 'iv', 'iv42', 'VI7', 'iv65', 'i7', 'i', 'IV64', 'i', 'i', 'i', 'I42', 'I53', '#iv', 'i7', '#vi65', 'i7', 'i7', '#vi65', 'VI7', 'VI7', 'iv', 'iv', 'i', 'i', 'i43', 'ii65', 'vii7', 'i', 'i', 'i7', '#iv', '#iv', '#iv', '#iv', '#iv', 'It6', 'II42', 'ii42', 'I53', 'I', 'ii42', 'v', 'i', '#iv43', 'ii42', 'I', 'ii42', 'i', 'vii', '#i42', 'i', 'i', 'iv', 'VI7', 'iv', 'iv', 'iv43', 'iv43', 'iv43', 'i53', 'VI', 'i', 'iv', 'i', 'i', 'iv', 'iv', 'iv', 'iv', 'iv', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'ii42', 'ii42', 'VII', 'i', 'i42']",g minor
94,"098---Shankar-Ehsaan-Loy,-Siddharth-Mahadevan---Zinda-(From-Bhaag-Milkha-Bhaag-)_basic_pitch.mid",,"['bII42', 'bv', 'v', 'v', 'v', 'bii', 'v', 'v', 'v', 'v', 'v', 'v53', 'v', 'v42', 'v', 'v53', 'III7', 'III65', 'III7', 'III7', 'IV53', 'IV', 'III43', 'vii', 'v7', 'iii', 'iv', 'III53', 'iv', 'III53', 'vii', 'IV', 'v7', 'v', 'v42', 'v53', 'v', 'v', 'v', 'v7', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'i', 'i', 'i', 'v', 'v42', 'ii', 'i7', 'iv', 'iv', 'iv7', 'i64', 'i', 'iv', 'iv', 'III7', 'VII53', 'III43', 'iii43', 'VII53', 'IV53', 'iv', 'v', 'v53', 'v', 'v53', 'v', 'v', 'v', 'v', 'v53', 'III7', 'III65', 'III7', 'ii', 'IV', 'IV53', 'III53', 'iv', 'III7', 'vii', 'III7', 'vii', 'v42', 'iii', 'VII64', 'iii7', 'vii', 'III7', 'v42', 'iv', 'iii', 'iv', 'III53', 'vii', 'iv', 'v', 'v']",a minor
95,"099---A.R.-Rahman,-Naresh-Iyer,-Mohammed-Aslam---Masti-Ki-Paathshala_basic_pitch.mid",,"['v42', 'I65', '#iii', 'v7', 'v', 'v', 'v42', '#iii', 'v42', 'v', 'i', 'v', '#iii', 'v42', 'v42', 'v42', 'i43', 'v', 'v42', '#iii', 'iv', 'v42', 'iv', 'iv', 'I65', 'iv', 'I', 'iv', 'I', 'v42', '#iii', 'v42', 'iv', '#iii', 'v42', '#iii', 'v', 'vii', 'IV', 'III7', '#vii', 'v42', 'III53', 'iii', 'iv42', 'VII64', 'V42', 'III', 'v42', 'vii', 'IV42', 'III7', '#iii', '#iii7', 'v42', 'v53', 'I65', 'i43', 'iii', '#iii53', 'v', 'bii42', 'bII', 'v', 'i64', 'iv', 'v', 'v43', 'v64', 'v', 'v', 'v', 'v42', 'v', 'i', 'iv', 'I6', 'i42', 'iv42', 'iv', 'v42', 'ii65', 'I6', 'v42', 'iv7', 'I6', 'iv', 'I6', 'v42', '#iii', 'iv', 'v42', 'v', 'VII', 'v7', 'v42', 'v42', 'iv', 'v42', 'vii', 'v53', 'v42', 'i', 'i43', 'v42', 'v42', 'v42', 'v65', '#iii', 'IV']",d minor
96,"100---Pritam,-Arijit-Singh---Ae-Dil-Hai-Mushkil-Title-Track-(From-Ae-Dil-Hai-Mushkil-)_basic_pitch.mid",,"['#iii', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i64', 'i', 'i6', 'i', 'i', 'i', 'i65', 'i64', 'i', 'V', 'i', 'i', 'i', 'i', 'i', 'i', '##iii65', 'i', 'i', 'I', '#v', 'i', 'v', 'i', '#vi', 'i', '##iii7', '#iv', 'i', '##iii7', '##iii', '##iii65', '#v', '#iii', 'i', 'i', 'i', '#iii', '##iii65', 'i', 'i43', 'i', 'i', 'i', 'i', '#v', 'i', '##iii7', '#vi', '#iii7', '#ii42', '#ii7', 'i', '#v', 'i', '##iii7', 'I', 'V', '#ii42', '#v', '##iii42', 'i', '#ii42', '##iii7', '##iii7', 'i', 'i', 'i', 'i', '##iii', '##iii65', 'v', 'i', 'i', 'i', 'i', 'i', 'i', 'i', '#ii42', 'i', '##iii7', '##iii', '#III53', '##iii7', 'i', 'i', '#ii43', '##iii7', 'v', 'i', '#ii', '##iii', '#vi7', 'i', '##iii42', '#vi43', '#vi43', 'i6', 'ii7', '#v', '##iii', 'i6', 'i', 'V53', '#ii7', 'I', '#vi43', 'v', 'i', '#vi42', '#vi43', 'v', 'I6', 'i', 'I', '##iii', 'i', '#v', 'v', 'i', 'i', '#ii7', 'i', '#ii42']",e- minor
97,"101---Shankar-Ehsaan-Loy,-Shankar-Mahadevan,-Shaan,-Mahalakshmi-Iyer---Rock-N-Roll-Soniye_basic_pitch.mid",,"['#iv', 'v42', '#vi65', 'V53', 'V', 'vii42', 'vi42', '#i64', 'V', 'vi', 'vii42', 'vii42', 'i42', 'V53', 'V', 'V', 'V', 'v', 'vi', 'i6', 'V53', 'v', 'v', 'vi', 'vi64', 'i', 'i', 'vi42', 'i', 'iii65', 'ii', 'ii', 'iii', 'iii53', 'v', 'vi43', 'iii42', 'vi43', 'iii42', 'i', '#iv', 'iii53', '#vi42', 'V', '#vi42', 'V', 'V', 'vi', 'iii', 'vi42', 'V', 'V53', 'v', 'vii', 'i43', 'V64', 'V', 'V53', 'iii7', 'iii', 'vi', 'v', 'v', 'iii7', 'iii', 'vi53', 'v', 'I6', 'I6', 'vi', 'II', 'II', 'i', 'iii65', 'i', 'i', 'i', 'iii7', 'iii42', 'I', 'iii53', 'v', 'iii', 'I', 'vii', 'I', 'v', '#iv', 'iii65', '#iii43', '#vi42', 'iii43', 'vi42', 'v', 'v', 'vi42', 'v', 'v', 'v', 'iii', '#iii', '#vi42', 'v', 'v', 'v', 'v', 'v', 'v', 'iii65', 'vi42', 'v', 'V', 'v', 'V53', 'vi', 'vi', 'vi7', 'v', 'i', 'vi', 'vi', 'vi42', 'v', 'I', 'i', 'II65', 'II', 'ii', 'i', 'I', 'i', 'i', 'v', 'iii53', 'iii53', 'iii42', 'i', 'vi43', 'iii', 'iii7', 'ii', 'I', 'vi42', '#iii', 'v', 'v', 'v', '#iii', 'V', 'V53', 'V53', 'V53', '#iii53', 'vi64', 'iii53', 'i', 'v', 'i', 'i', 'v', 'vi43', 'iii42', 'i', 'V', 'i7', 'vi42', 'I53', 'vi', 'V42', 'v']",E- major
98,"102---KK,-Shefali-Alvares,-Yo-Yo-Honey-Singh---Party-on-My-Mind-(From-Race-2-)_basic_pitch.mid",,"['v53', 'v53', 'v7', 'IV', 'ii64', 'III53', 'v7', 'ii65', 'VII', 'III53', 'v', 'ii65', 'VII6', 'iii', 'III53', 'III7', 'i', 'ii65', 'i', 'iv42', 'iii', 'VII', 'v', 'v', 'iv', 'i', 'i', 'iii', 'VII', 'VII', 'v', 'v', 'ii', 'ii7', 'i', 'v7', 'iv', 'VII', 'I', 'v', 'IV', 'ii', 'iii', 'v', 'ii', 'ii', 'III53', '#iii', 'ii', '#iii42', 'bii7', 'vi', '-', '#iii', 'bv', 'III65', 'v42', 'III', 'iv', 'III53', 'VII', 'VII', 'i', 'v7', 'v42', 'ii', 'iii42', 'III', 'v42', 'ii', 'iii7', 'i', 'i', 'ii65', 'i', 'iv42', 'VII', 'VII', 'v', 'v', 'i', 'i', 'iv', 'iv42', 'VII53', 'ii7', 'v', 'v', 'iv', 'ii', 'III53', 'v', 'iv', 'ii7', 'iv42', 'v', 'ii', 'ii', 'iii', 'v', 'ii', 'ii', 'iii', 'v53', 'v42', 'ii', 'III53']",e minor
99,"103---Udit-Narayan,-K.-S.-Chithra,-A.R.-Rahman---Yaaron-Sun-Lo-Zara-(From-Rangeela-)_basic_pitch.mid",,"['v53', 'i43', '-', 'v', 'i', 'v42', 'v42', '#iii7', 'v42', 'v7', 'i43', 'i43', '#v', '#i43', 'v', '#v', 'v42', '#i', 'v', 'i', '#v42', 'iii', '#v42', 'v42', 'III', '#v', 'v7', 'v42', 'v7', 'v', 'v', '#v', 'v', 'v42', '#v42', '#v', 'iii', 'v', 'v', 'v42', 'VI65', 'v', '#v', 'v', '#i43', '#v', 'v', '#v42', 'v', 'v', '#iv', 'v', '#iv', 'v', '#iii6', '#v7', '#v', 'III', 'v', 'v42', '#i', 'v', 'v42', 'v', 'v42', 'i', 'v42', 'v42', 'i', 'v42', 'ii', 'iv42', 'i', 'v', 'iv42', 'iv7', 'III', 'VII64', 'III65', 'ii', 'v7', 'ii', 'ii', 'V53', 'i7', 'i', 'i43', '#i', 'v', '#i', '#v42', 'v', 'v', 'V', 'v', '#v43', '#v', 'v42', '#v', 'i43', '#v42', 'v', 'v53', 'v', 'i43', '#i7', 'v', '#v42', 'v7', 'III64', '#vii', '#vii', 'iii', 'iv', 'iii', '-', 'III43', '-', '#vii53', 'v7', 'v', 'v42', 'v53', 'V', '#vii', '#vii', '#vii', 'i42', 'III42', 'VII', 'v65', 'iii', '#v', 'ii7', '#v', 'ii', 'III65', 'v', 'v7', 'ii', 'ii', 'III65', 'i7', 'i65', '#v', 'i', '#v', '#v', 'v', 'i43', 'v', 'v', 'i', 'v42', '#iii6', 'v42', 'v', '#v', 'v7', 'v', 'v', 'v7', 'i43', '#v', 'v65', 'v', '#v65', 'v7', '#v42', 'v42', 'III', 'v', 'III6', 'III65', 'v']",c minor
100,"104---Brijesh-Shandilya,-Swati-Sharma---Banno-(From-Tannu-Weds-Manu-Returns-)_basic_pitch.mid",,"['i', 'i', 'i', 'i', 'ii42', 'i7', 'ii42', 'i7', 'i', 'VII', 'i', 'ii42', 'ii42', 'ii42', '#vii', 'ii42', '#vii', 'i7', '#vii', 'i', 'ii42', 'VII', 'ii65', 'ii65', 'ii', 'i', 'v', 'i65', '#vi42', 'iv42', '#vii', 'i64', '#vi64', 'iv', 'VI53', 'i53', 'i', 'III', 'iv7', 'i42', 'i', 'III', 'VII64', 'VI53', 'i', 'i64', 'iv42', 'vii', 'i', 'i', 'i7', 'i', 'VII', 'VII', 'bv', 'iii43', 'iv42', 'i42', '#vii', '#vii', 'ii7', 'ii42', '#vii', 'i7', 'ii7', '#vii', '#vii', '#vii', 'iii', 'ii65', 'III65', 'v43', 'iii7', 'i', '#vi', 'IV6', 'i53', '#vi', 'i53', 'i65', 'iv', 'VI', 'i', 'i6', 'iii', '#vii', 'i43', 'i42', 'VI', 'VI65', 'VII7', 'VI65', 'i', 'i', 'VI42', 'v', 'i', 'ii']",a minor
101,105---Jyoti-Noora---Ghani-Bawri-(From-Tanu-Weds-Manu-Returns-)_basic_pitch.mid,,"['#ii42', '#ii42', '#ii42', '#ii42', '#iv', '#ii42', 'ii42', 'ii42', 'VII', 'ii42', 'ii42', '#v7', 'i7', 'ii42', 'ii42', 'ii42', 'IV53', 'VII', 'ii42', 'i', '#ii42', '#ii42', '#ii42', 'i', 'ii42', 'ii', 'ii42', '#ii42', 'i', 'VII', 'i', 'ii42', 'v', 'ii42', 'VII', 'ii42', 'vii', 'ii42', 'VII', 'VII', 'i', '#ii42', 'i', 'i7', '#ii65', 'v42', '#vii', 'vii', '#ii65', '#ii42', 'I', 'vii', '#ii65', '#ii65', '#vii', 'vii', 'IV', '#ii65', 'VII', '#ii65', 'i42', 'i42', 'vii', 'v', 'v', '#iii', '#i', 'ii', '#iii43', 'ii42', '#ii42', '#v', '#ii42', 'IV53', 'i', 'ii42', 'ii42', 'VII', 'ii42', 'ii42', 'i', 'VII', 'i7', 'VII', 'ii42', '#ii65', 'ii42', 'ii42', '#ii42', '#ii42', '#ii42', '#ii42', '#ii42', '#ii42', '#ii7', 'ii', 'v', 'i', 'VII', 'iv', 'ii42', '#ii65', 'VII', '#ii42', '#v', 'i', 'i', 'VII', 'VII', 'i', '#vi', 'iv', 'ii42', 'vii42', 'i42', 'VII', '#ii42', '#ii42', 'v', '#v42', '#ii42', '#ii', '#ii', 'ii', '-', 'v42']",f minor
102,106---Gajendra-Verma---Mann-Mera-(From-Table-No.-21-)_basic_pitch.mid,,"['vi7', 'I64', 'bi', 'iv', 'v', 'vi', 'vi42', 'vi42', 'IV53', 'v', 'vi', 'vi42', 'v42', 'IV53', 'v', 'bi', 'i', 'iv', 'iv', 'bi', 'vi', 'vi42', 'bi', 'iv', 'vi42', 'vi42', 'vi42', 'i', 'iv', 'vi42', 'ii', 'vi42', 'iii65', 'IV53', 'i', 'vi', 'vi42', 'vi42', 'IV53', 'v', 'vi53', 'iii', 'v', 'IV53', 'v', 'i', 'i', 'IV53', 'iv', 'bi', 'vi53', 'vi43', 'bi', 'iv', 'i', 'v', 'ii43', 'bi', 'iv', 'iii', 'vi', 'I64', 'iii65', 'IV', 'v', 'vi7', 'v', 'i', 'iv', 'bi', 'vi53', 'v', 'I', 'iv', 'bi', 'bi', 'vi', 'iii', 'v', 'IV53', 'v', 'vi42', 'iii', 'bi', 'iv', 'vi65', 'iii65', 'vi53', 'I64', 'ii65', 'v', 'v', 'vi', 'iii', 'iv', 'i', 'vi42', 'bii', 'ii', 'vi']",E major
103,"107---Atif-Aslam,-Sachin-Gupta---Doorie_basic_pitch.mid",,"['I53', 'vi42', 'bVI42', 'iii6', 'i', 'I6', 'bVI42', 'V53', 'i', 'I53', 'V64', 'I53', 'V64', 'I53', 'i', 'i', 'V64', 'i', 'V64', 'I53', 'V64', 'i', 'V', 'i', 'i', 'i', 'I64', 'i', 'i', 'i', 'v7', 'ii', 'vi', 'ii', 'vi6', 'IV64', 'iv', 'v', 'v', 'ii', 'ii43', 'vi', 'vi', 'iv', 'iv', 'v', 'V', 'iii42', 'i', 'V', 'I53', 'V53', 'i', 'V64', 'i', 'V53', 'I53', 'V53', 'i', 'V53', 'I', 'iii', 'vi65', 'v', 'vi65', 'bVI6', 'i', 'i', 'ii', 'vi', 'ii', 'vi53', 'iv', 'iv', 'v', 'v', 'vi', 'IV6', 'ii', 'vi', 'iv', 'iv', 'V53', 'v', 'vi42', 'i', 'V64', 'vi65', 'V64', 'i', 'V64', 'i', 'V53', 'I53', 'V53', 'i', 'i43', 'I', 'I', 'vi65', 'iii', 'I', 'bvi42', 'i', 'v', 'ii', 'vi', 'ii', 'vi', 'IV53', 'iv', 'v', 'v', 'ii', 'vi', 'ii', 'vi', 'iv', 'iv', 'v', 'V', 'vi43', 'I53', 'V64', 'I53', 'V53', 'i', 'V64', 'i', 'iii43', 'I53', 'V53', 'i', 'iii42', 'I', 'I64', 'I', 'iii', 'I53', 'I', 'i', 'i', 'iii', 'v']",A major
