,song_name,key_signature	,harmonic_red,key_signature
625,"648---A.R.-Rahman,-Mohit-Chauhan---Nadaan-Parinde_basic_pitch.mid",,"['III53', 'III53', 'III53', 'III53', 'III53', 'iii', 'III53', 'III53', 'VI53', 'vii', 'VII53', 'VII', 'i', 'VI64', 'VI', 'iii', 'vii', 'v65', 'i53', 'i53', 'i53', 'biv', 'vii', 'bvii', 'III53', 'i65', 'v', 'i42', 'v', 'bVII', 'bvii', 'i', 'i53', 'VI7', 'VII7', 'i7', 'i7', 'VI7', 'III64', 'i', 'i7', 'v', 'i42', 'VI7', 'VI6', 'VII', 'iv65', 'i', 'i', 'i', 'iv65', 'vii', 'i', 'vii42', 'vii42', 'i7', 'i7', 'v', 'v6', 'iv', 'VII', 'VII42', 'iv', 'i', 'vii', 'v42', 'i', 'iv', 'v42', 'i', 'i', 'vii', 'v42', 'III', 'III', 'III53', 'III', 'iii', 'III53', 'III', 'vi', 'III', 'vii', 'iii', 'i', 'VI53', 'VI53', 'i', 'iv', 'i', 'i', 'i7', 'bvii', 'biv', 'bi', 'iv', 'i42', 'i', 'iv', 'bi7', 'i', 'biv', 'iv', 'i', 'biv', 'iv', 'v7', 'v', 'III53', 'vi', 'vii', 'i42', 'iii', 'vii42', 'v65', 'iv', 'VI7', 'VII53', 'i', 'i', 'iv', 'bvii', 'iv', 'i', 'v', 'iv', 'i', 'i53', 'VI53', 'VI64', 'i6', 'III53', 'VII53', 'iii', 'i', 'VI64', 'VI53', 'III', 'iii', 'VII53', 'ii', 'biv', 'biv', 'bvii', 'i', 'i', 'biv', 'biv', 'i', 'v6', 'iv', 'ii42', 'v', 'iv', 'iv', 'iii', 'iv65', 'vii', 'i53', 'iii', 'vii42', 'v65', 'i53', 'VI6', 'VII42', 'vii', 'i', 'v65', 'iv', 'bi', 'i', 'v42', 'v65', 'iv', 'i', 'iv42', 'v7', 'i', 'iv', 'vii', 'i', 'III42', 'iv', 'III42', 'bi42', 'VI', 'i', 'i', 'i', 'i', 'i']",f# minor
626,"649---Pritam,-Papon---Jiyein-Kyun_basic_pitch.mid",,"['I6', 'iii', 'vi7', 'bi', 'ii7', 'i', 'v', 'I53', 'bi6', 'vi7', 'ii', 'ii7', 'i', 'I', 'I53', 'vi7', 'vi53', 'ii', 'ii', 'i', 'i', 'vi', 'ii', 'bi', 'I', 'ii53', 'I64', 'v7', 'ii', 'IV53', 'IV53', 'i', 'I', 'I', 'i', 'ii7', 'I', 'i', 'I53', 'vi', 'bi', 'ii', 'IV53', 'bi', 'i', 'I', 'vi53', 'bi', 'ii53', 'ii65', 'iii65', 'IV53', 'vi', 'iv7', 'v', 'iv', 'IV53', 'v', 'ii', 'ii7', 'IV', 'bi', 'ii42', 'iv43', 'iii', 'vi7', 'ii', 'vi7', 'vi', 'ii6', 'ii42', 'vi53', 'IV', 'ii', 'vi65', 'vi', 'ii7', 'vi65', 'vi', 'ii', 'ii42', 'vi', 'ii65', 'vi', 'ii42', 'IV', 'v43', 'i', 'vi53', 'ii', 'ii7', 'vi53', 'ii65', 'ii7', 'i', 'vi', 'ii', 'i', 'vi53', 'v', 'iv', 'v', 'iv', 'vi', 'i', 'ii', 'ii7', 'iv7', 'i', 'ii7', 'iv', 'i', 'I', 'I6', 'iii', 'vi7', 'iii42', 'v', 'vi53', 'i', 'iv', 'I', 'ii65', 'ii', 'ii', 'ii', 'ii42', 'i', 'iii65', 'iv64', 'iv64', 'iv53']",E major
627,650---Arijit-Singh---Taake-Jhanke_basic_pitch.mid,,"['biv', 'bi', 'biv', 'biv', 'iv', 'bbvii', 'iv', 'biv', 'i', 'bbvii', 'i42', 'i', 'bi', 'bi', 'biv', 'iv', 'biv', 'i', 'v42', 'i7', 'v42', 'ii7', 'v', 'bbvii', 'biv', 'v', 'v42', 'iv', 'i7', 'v', 'iv', 'v', 'v', 'v7', 'bbvii', 'ii', 'v', 'iv', 'v7', 'iv', 'i42', 'i', 'iv', 'bbvii', 'i', 'v', 'iv', 'i43', 'i', 'iv', 'bbvii', 'i', 'v', 'i', 'i', 'i', 'v42', 'i', 'biv', 'i', 'i', 'i43', 'iv', 'v', 'v', 'v42', 'biv', 'v', 'v', 'iv', 'ii7', 'bbvii', 'i', 'i', 'iv', 'bbvii', 'i', 'v', 'bbvii', 'biv', 'i', 'iv', 'v', 'i', 'i', 'iv', 'i', 'v7', 'iv', 'v', 'iv', 'v42', 'v42', 'bbvii', 'ii65', 'iv', 'biv', 'bbvii', 'bi', 'bvi', 'iv65', 'bvii', 'bVI53', 'bVI7', 'biii', 'i', 'bvi', 'bVI53', 'bvii', 'bVI53', 'bVI7', 'bVII53', 'i', 'i', 'v', 'v', 'ii7', 'v', 'ii7', 'v', 'bbvii64', 'bbVII53', 'bi', 'bbVII64', 'bbvii', 'v53', 'bbvii', 'v', 'bi', 'bbvii', 'bbvii', 'v', 'bv', 'bbVII53', 'v', 'bi', 'bbvii', 'v', 'bi', 'bv', 'bbvii', 'bbvii53', 'bbvii', 'bbvii']",F# major
628,"651---Alka-Yagnik,-Arijit-Singh---Agar-Tum-Saath-Ho_basic_pitch.mid",,"['vi53', 'I', 'iii65', 'vi64', 'vi42', 'vi7', 'i', 'i', 'i', 'i', 'i', 'i', 'I53', 'i42', 'I53', 'I42', 'i', 'i', 'i', 'i', 'I53', 'I', 'i', 'I7', 'I6', 'i53', '#vi43', 'i', 'i7', 'i', 'I', 'vii', 'I', 'I', 'i', 'i', 'I', 'I', 'i', 'i', 'i', 'ii42', 'i', 'i', 'I64', 'I53', 'i7', 'i6', 'i', 'I', 'vi65', 'vi64', 'i43', 'I6', 'i43', 'vi64', 'I', 'vi', 'vi65', 'vi64', 'i64', 'I', 'I', 'i', 'i', 'i64', 'I', 'I', '#iii7', '#iii65', 'I', 'I', 'vi', 'i', 'iii', 'vi53', 'ii', 'v', '#iii42', '#iii7', 'i', 'i', 'i', 'ii7', 'vi64', 'i', '#iii65', 'vi64', 'vi64', 'vi64', 'i', 'iii65', 'vi43', 'v', '#iii42', 'vi64', 'vi', 'vi', 'i', 'i', 'vi42', 'I', 'i', 'i53', 'I', 'iii7', 'I53', 'i', 'V', 'I6', 'i', 'I', 'vi53', 'I6', '#iii', 'i', 'i', 'i7', 'i', 'I', 'i6', 'i64', 'I64', 'vi42', 'i', 'vi65', 'I', 'vi', 'vi', 'vi43', 'i', 'vi', 'vi', 'I64', 'I', 'I', 'vi', 'i', 'I', 'vi', 'vi', 'i', 'i', 'I', 'i', 'I7', 'iii', 'iii42', 'i', 'i65', 'iii', 'I', 'I', 'i7', '#iii', '#iii7', '#iii7', 'I64', 'iii65', 'I', 'vi64', 'vi64', 'i', 'vi64', 'I64', 'vi64', 'iii6', 'i', 'i', 'i']",E- major
629,652---Mohit-Chauhan---Matargashti_basic_pitch.mid,,"['-', '-', 'vi', 'vi65', 'IV', 'iii53', 'vi', 'vi7', 'vi', 'IV53', 'i7', 'iii', 'I53', 'I53', 'vi7', 'vi6', 'V53', 'i7', 'V6', 'vi7', 'I', 'vi7', 'i', 'v42', 'IV7', 'I', 'vi65', 'IV', 'v', 'IV53', 'v', 'vi42', 'v', 'vi43', 'iii7', 'iii', 'vi', 'IV', 'iv', 'i', 'V53', 'vi7', 'vi42', 'vi65', 'iii42', 'I7', 'i', 'vi53', 'i', 'vi7', 'vi65', 'I', 'I43', 'vi65', '#iv42', 'I53', 'iii', 'i', 'iii', 'bIII', 'I53', 'iii', 'i42', 'I6', 'iii53', 'IV', 'i', 'IV', 'IV64', 'V', 'vi', 'IV', 'V', 'iii65', 'i', 'i', 'v', 'I6', 'IV42', 'I', 'i7', 'I', 'I42', 'iv', 'I53', 'iii', 'i', 'iii', 'i43', 'I53', 'iii', 'ii43', 'vii43', 'iv', 'i7', 'vi7', 'I7', 'vii43', 'ii42', 'v', 'iii42', 'i', 'vi', 'i', 'vii', 'ii42', 'v', 'v7', 'i', 'IV53', 'i', 'i', 'V', 'IV', 'i', 'IV', 'V7', 'i7', 'i', 'i', 'I64', 'vi', 'vi', 'i', 'iii65', 'i', 'I', 'i', 'I', 'I', 'i', 'vi6', 'V7', 'I7', 'V6', 'vi7', 'ii', 'i', 'vi7', 'v53', 'iv7', 'ii', 'iii', 'IV', 'i', 'IV', 'vi42', 'vi42', 'v', 'vi42', 'iii', 'ii', 'vi7', 'IV', 'IV', 'i', 'v', 'I64', 'I64', 'I', 'I', 'vi42', 'i']",C major
630,653---Lucky-Ali---Safarnama_basic_pitch.mid,,"['I', '#iv42', 'II', 'vi65', 'vi65', 'vi65', 'v', 'v', 'vi42', 'v', 'v', 'i', 'I7', 'I', 'vii', 'vii', 'iii42', 'I6', 'vi42', 'i', 'I53', 'I', 'II42', 'vii', 'v', 'v', 'I53', 'I6', 'V', 'vii', 'iii42', 'I7', 'i', 'i', 'I7', 'iii53', 'vii', 'vii', 'vii', 'vi65', 'iii65', 'v', 'v', 'V', 'v', 'v', 'v', 'v', 'vi42', 'I53', 'vi6', 'v43', 'iii', 'v42', 'V6', 'I53', 'iii', 'i', 'V', 'i', 'vi7', 'I7', 'V', 'II', 'iii53', 'iii43', 'iii7', '#iv', 'V', 'I7', 'vi', 'vii7', 'vi', 'iii', '#iv42', 'ii', 'V53', 'vi', 'vi43', 'biii', 'bvi', 'bii', 'bvi', 'bII6', 'bII6', 'bVI', 'i', 'iv42', 'bII', 'bII53', 'bii', 'bII', 'iv', 'i', 'iv43', 'bvi', 'bvi', 'bvii65', 'iv', 'i', 'bVI6', 'i7', 'bvii', 'bii', 'bii43', 'bii7', 'bII6', 'i', 'bVI64', 'iv42', 'bII53', 'bVI', 'iv', 'bvi', 'bVI', 'bvi', 'bvi', 'bVI', 'bvii42', 'bVI', 'bVI', 'bVI', 'bVI', 'bVI', 'bVI']",D major
631,654---Monali-Thakur---Sawaar-Loon_basic_pitch.mid,,"['ii6', 'ii65', 'I7', 'v42', 'I', 'iv', 'vi65', 'ii65', 'iii65', 'I53', 'I', 'I53', 'I', 'ii65', 'vi6', 'IV64', 'vi65', 'iv43', 'I', 'i', 'iv43', 'I', 'IV53', 'I', 'IV', 'i', 'iv', 'i', 'v', 'vii42', 'i7', 'ii42', 'iv', 'I', 'I', 'I', 'ii', 'i', 'IV53', 'i', 'ii7', 'i', 'iv', 'i', 'V', 'ii53', 'ii7', 'vi', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'I6', 'I64', 'I53', 'v42', 'i', 'iv', 'ii42', 'I53', 'iv43', 'I53', 'I', 'ii42', 'ii7', 'iii', 'iv', 'I53', 'IV', 'iv', 'v42', 'vi42', 'I', 'I53', 'I42', 'V53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'I53', 'iii', 'I53', 'I53', 'vi65', 'ii', 'i', 'I', 'I53', 'I', 'I53', 'ii42', 'iii53', 'vi', 'I64', 'iv', 'IV', 'i', 'v7', 'iv', 'IV64', 'IV', 'V6', 'IV53', 'i', 'ii7', 'iv', 'I64', 'iv', 'I', 'vi', 'i', 'IV', 'I53', 'v42', 'i', 'I53', 'I53', 'I', 'ii']",F major
632,"655---Vishal-Shekhar,-Arijit-Singh,-Caralisa-Monteiro,-Jaideep-Sahni---Nashe-Si-Chadh-Gayi_basic_pitch.mid",,"['VI7', 'i64', 'VI42', 'i42', 'i53', 'iv65', 'i42', 'VI42', '#vii', 'i64', 'III7', 'iii42', 'ii64', 'i42', 'i', 'iv65', 'i43', 'VI42', 'i42', 'i', '#vii42', 'i', 'VI42', 'i42', 'i', 'VII42', 'i', 'VI53', 'V65', 'v7', 'i42', '#vii', 'VI42', 'i42', 'VI42', 'vi7', 'iii43', '#vii', 'VI65', 'i43', 'i42', 'i', 'VII42', 'i42', 'III65', 'i', 'i', 'vi', 'i42', 'vi42', 'vi', 'i', 'vi', 'i42', 'III65', 'vi', 'III', 'iv65', '#vii42', '#vii', 'i', 'v42', 'i42', 'i', 'v', 'i42', 'i', 'iv65', '#vii42', 'i42', 'i', 'i43', 'III', 'iv', 'VI', 'i42', 'i', 'VII42', 'i', 'i43', 'i42', 'i42', 'VI7', 'v7', 'i53', 'i42', 'v', 'VI7', 'i43', 'i53', 'i42', 'VII42', 'VI53', 'i', 'v', 'VI7', 'i42', 'i64', '#vii7', 'i', 'III65', 'i42', 'i', '#vii', 'i53', 'vi42', 'i42', 'vi42', 'vi', 'i', 'ii', 'i42', 'vi42', 'VII42', 'ii42', 'i', 'i', 'i', 'i']",a minor
633,"656---Vishal-Shekhar,-Benny-Dayal,-Jaideep-Sahni---Ude-Dil-Befikre_basic_pitch.mid",,"['v', 'v', 'i', 'i', 'v', 'v', 'v', 'v', 'ii7', 'v', 'v', 'v', 'v', 'ii', 'v', 'v', 'iv', 'vii43', 'v7', 'v', '#ii42', 'i43', 'IV', 'v', 'v42', 'i', 'IV', 'v53', 'v', 'iv', '#ii42', 'II', 'v', 'v42', '#ii42', 'iv', 'ii65', 'vii65', 'IV53', 'vii65', 'v64', 'v7', 'v42', '#ii42', 'v42', 'v43', 'v', 'v', 'ii65', 'i43', 'IV', 'v', '#v42', 'V', 'v42', 'IV', 'v', 'v', '#vi65', 'v', 'IV', 'v43', 'i', 'i', 'vii', 'vii65', 'v42', 'VII65', 'v42', 'v7', 'v7', 'i', 'v42', 'v', 'v7', 'i', 'iv', 'v42', 'ii42', 'v', 'i', 'vii43', 'v7', 'v42', 'v', 'ii42', 'v53', 'v', 'vii6', '#ii7', 'v', 'iv', 'vii65', 'IV53', 'vii65', 'v42', 'v7', 'v7', 'v', 'v42', 'v', 'v7', 'i7', 'VII', '#vi42', 'VII', 'v53', 'i7', 'v42', 'v', 'v', 'iv', 'v42', 'ii', 'vii']",f minor
634,657---Atif-Aslam---Tere-Sang-Yaara_basic_pitch.mid,,"['v53', 'III', 'III', 'iii64', '#iii64', 'iii43', 'v6', 'v', 'v6', 'iii43', 'v', '#iii64', 'iii64', '#iii', 'iii64', 'iii', 'iii53', 'iii', 'vi', 'vii', 'vi', 'iii64', 'v', 'vi7', 'vi', '#iii42', 'v', 'iii43', 'iii64', 'iii43', '#vii', 'ii', '#iii42', 'iii43', 'iii', 'iii', 'v6', 'vii65', 'ii', 'iii43', 'iii64', '#iii7', '#iii42', 'v', 'iii43', 'iii', 'iii7', 'iii42', '#iii', 'ii', 'ii', '#iii', 'v', 'iii64', 'vi7', 'vi43', '#iii', 'v', 'v6', 'iii64', 'ii', 'vi', '#iii', '#iii64', 'v', 'iii', 'iii', 'iii42', '#iii7', '#iii7', 'V', 'iii43', 'iii', 'iii', 'ii', 'ii', 'iii6', 'iii43', '#iii', 'ii', '#vii7', '#iii', 'iii42', 'iii43', 'iii64', 'iii', '#iii', '#i', 'iii43', 'iii', 'iii', 'iii42', 'iii43', 'V64', 'ii', '#vii', 'v', 'iii64', 'v', 'vii42', 'vi42', '#iii43', 'v', 'v', 'vi', '#vii65', 'vi', '#iii64', 'v', 'iii65', '#iii42', '#iii', 'iii42', 'iii43', 'vii', 'iii64', 'iii64', 'iii', 'iii7', 'v', 'V', 'iii', '#iii', 'ii', 'vii', 'vi', 'ii', 'ii', 'v6', '#iii7', 'vi', 'v', 'iii42', '#vii', 'iii', 'iii53', '#iii42', 'vii65', 'ii', 'v', 'V', 'vi', 'iii64', 'vi', 'vi', 'v', 'ii']",A- major
635,"658---Dev-Negi,-Neha-Kakkar,-Monali-Thakur,-Ikka---Badri-Ki-Dulhania-(Title-Track)-[From-Badrinath-Ki-Dulhania-]_basic_pitch.mid",,"['-', 'vii', 'iii', 'bV42', 'biv', 'vi', 'VI', 'iv42', 'vii42', 'III', 'vi', 'iv42', 'iv42', 'biii', '-', 'iii', 'iv', 'biii', 'v42', 'iv', 'i', 'VI', 'VI6', 'iv43', 'iv', 'i43', 'biii', 'i', 'bi', 'i', 'iv65', 'biii', 'iv7', 'vi42', 'iv', 'VI', 'vi42', '-', 'vii42', 'vi7', 'iv', 'III53', 'biii', 'III', 'vi42', 'v', 'v', 'biii', '-', 'i43', 'biii', 'iv', 'v42', 'i', 'i', 'i', 'v42', 'iv', 'biii', 'iii', 'i', 'i42', 'iv43', 'iv65', 'vi', 'VI53', 'iv', 'biii', 'i42', 'bvii42', 'VI', 'bI42', 'v', '-', 'v', 'iv', 'vi43', 'vi42', 'vi42', 'III', 'vi', 'v', 'v', 'v', 'v', 'biii', 'v7', 'bIII', 'v', 'biii', 'v42', 'vii42', 'vi7', 'iv', 'bV', 'v', 'vi43']",c# minor
636,659---Shaan---Bhool-Ja_basic_pitch.mid,,"['i53', 'i42', 'i', 'iv', 'i53', 'v65', 'iii', '#v7', 'i53', 'VII53', 'iii', '#v7', 'III', 'iv7', 'i64', 'VII53', 'ii42', 'VII53', 'i6', 'v', 'i', 'v6', 'iv', 'i', 'iv', 'ii42', 'iv', 'i', 'iv', 'vii', 'iii', '#v', 'iv', 'VII', 'III', '#v', 'III', 'iv7', 'i64', 'VII', 'VII', '#v7', 'v', 'i43', 'i', 'v65', 'iv', 'i43', 'iv', 'i', 'iv', 'ii65', 'iv7', 'III', 'III', 'iv', '#v7', 'III', 'V7', 'i7', 'iv43', 'i7', 'iv43', 'i', 'III', 'i53', 'i', 'iii', 'iv42', 'iv', '#v', 'i42', 'VII', 'iii65', 'iii', 'i7', 'ii42', 'v42', 'iv', 'ii42', 'vii', 'iii6', 'iii', 'i', 'VII', 'v42', 'iv', 'i', 'vii', 'iii', '#v', 'i', 'v65', 'v42', 'iv', 'ii', 'i53', 'VII', 'i53', 'i', 'i64', 'iv', 'i53', 'iv', 'i6', 'ii', 'III']",c minor
637,"660---A.R.-Rahman,-Sonu-Nigam,-Gulzar---Saathiya_basic_pitch.mid",,"['bVII', 'i', 'v43', 'iv43', 'bvii', 'v', 'ii42', 'IV', 'v53', 'biv', 'biv', 'v', 'v', 'i', 'i', 'v', 'i', 'v', 'v', 'i', 'i', 'i', 'v', 'ii42', 'bVI7', 'i', 'v7', 'vi42', 'i', 'i', 'ii42', 'i', 'i', 'ii', 'v', 'i', 'v', 'v', 'v', 'i', 'vi42', 'v', 'biv', 'v', 'i', 'i', 'v', 'i', 'v', 'v7', 'ii', 'v7', 'v', 'biv', 'v', 'v', 'vi42', 'bi7', 'IV', 'bvii43', 'i43', 'v', 'v53', 'ii65', 'ii', 'ii42', 'biv', 'v42', 'v', 'i43', 'i', 'biv', 'v42', 'vi42', 'i', 'iv', 'v', 'vi65', 'bIV', 'iv', 'vi', 'v7', 'v7', 'i', 'biv', 'biv', 'i', 'v', 'ii', 'ii53', 'IV53', 'biv', 'v', 'v42', 'ii', 'IV53', 'IV', 'i', 'v7', 'ii7', 'IV', 'IV', 'v7', 'IV64', 'IV', 'i43', 'v', 'i', 'vi42', 'ii6', 'iv', 'iv', 'v', 'bi', 'v65', 'v7', 'IV64', 'v42', 'IV', 'vi42', 'IV', 'IV53', 'bv', 'v7', 'ii65', 'IV', 'IV53', 'ii7', 'ii', 'IV53', 'IV', 'IV53', 'v7', 'iv', 'IV', 'v7', 'i', 'v', 'i43', 'biv', 'vi', 'IV', 'v7', 'i', 'iv', 'bii7', 'vi7', 'v43', 'i7', 'biv', 'v', 'i', 'v53', 'v', 'biv', 'v53', 'i', 'v7', 'ii', 'ii', 'bv', 'v', 'ii42', 'v53', 'v', 'i', 'v53', 'v7', 'biv64', 'v', 'i', 'v', 'v', 'ii42', 'bV', 'v53', 'i', 'i']",B major
638,"661---A.R.-Rahman,-Adnan-Sami,-Gulzar---Aye-Udi-Udi-Udi_basic_pitch.mid",,"['iii', 'i7', 'i42', 'i42', 'i42', 'i42', 'i7', 'i42', 'i', 'i42', 'i42', 'i42', 'i7', 'i42', '#i42', 'i7', 'i7', 'i7', 'i42', 'i53', 'i42', 'i42', 'VI65', 'iv', 'i', 'v42', 'iv', 'v42', 'i', 'v42', 'i', 'iv42', 'ii64', 'i', 'i', 'V7', 'i', 'i', 'v7', 'i', 'iii43', 'i7', 'i', 'VII', 'i6', 'i6', 'vii7', 'III53', 'III53', 'iv', 'III53', 'vii7', 'iii', 'III', 'vii7', 'III', 'III64', 'vii7', 'III', 'vii', 'VII', 'ii42', 'III', 'i7', 'i', 'III7', 'i7', 'iv', 'i7', 'i', 'ii6', 'iv', 'ii42', 'ii', '#vii', 'ii65', 'V', 'i', 'V53', 'V', 'i', 'i', 'i', 'i42', 'i53', 'i', 'i', 'i7', 'i42', 'i', 'i6', 'III', 'v6', 'III64', 'III', 'vii7', 'III53', 'iii', 'VII53', 'III53', 'v', 'iv', 'i', 'III', 'i7', 'v', 'III43', 'VI42', 'ii', 'ii42', 'i', 'v42', 'iv', 'V6', 'III', 'i', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'iii7', 'i', 'i', 'i6', 'i65', 'i', 'i', 'i', 'i42', 'i', 'i7', '#i7', 'i7', 'i7', 'i']",g minor
639,"662---A.R.-Rahman,-Sadhana-Sargam,-Murtuza,-Qadir,-Gulzar---Chupke-Se_basic_pitch.mid",,"['iii42', 'iii42', 'VII', 'vii', 'i7', 'iv', 'IV', 'i42', 'i', 'VII', 'iv', 'i42', 'iv', '#v65', 'i', 'i43', 'ii42', 'i43', 'iv', 'i42', 'v65', 'v65', 'vii', 'i7', 'i43', 'i7', 'i7', 'i', 'i53', 'iii', 'i', 'i53', 'i53', 'iv', 'iii', 'i53', 'iii', 'i', 'iii53', 'iii', 'i42', 'iii65', 'i43', 'v', 'i', 'i', 'i', 'v42', 'i', 'i', 'i', 'i43', 'v42', 'i43', '#v42', 'v42', 'III6', 'i43', 'v6', 'V7', 'i7', 'i', 'iv', 'ii42', 'i', 'ii42', 'i', '#vi65', 'IV', '#vi65', 'iv', 'i', '#vi53', 'i', '#vi65', 'IV', '#vi65', 'IV', '#vi65', 'i', 'i7', 'i7', 'ii42', '#v7', '#v42', 'i', 'i7', 'ii65', '#v7', 'i', 'i53', 'i53', 'i', 'v', 'i', 'i', 'i', 'III', 'i', 'III65', 'VII', 'vii', 'i42', 'i42', 'vii', 'i7', 'ii42', 'VII', 'vii', 'vii', 'v65', 'vii', 'v', 'i43', 'ii65', '#vii', 'iv', 'VII', '#v65', 'i7', 'vii7', 'i42', 'i7', 'iv', 'i', 'I', '#vi', '#vi42', 'IV53', '#vi65', 'IV53', 'i', 'i64', 'i', 'I53', 'IV53', '#vi65', 'IV7', '#vi53', 'i', '#vi', 'i7', 'VII', 'i7', 'iv', 'iv', 'i7', 'I53', 'i7', '#v', 'i42', 'i', 'iv', 'III', 'i', 'i', 'i', 'i', 'III', 'iii', 'III7', 'i7', 'iii6', 'i7', 'iii6', 'iii', 'IV', 'i', 'i', 'i', '#vii', 'v7', 'i42', 'i', 'i', 'iv', '#v', 'i', 'i', 'i', 'i']",c minor
640,"663---A.R.-Rahman,-KK,-Shaan,-Kunal,-Pravin-Mani,-Gulzar---O-Humdum-Suniyo-Re_basic_pitch.mid",,"['v', 'i', 'vi', 'V', 'i53', 'V', 'i', 'VI', 'i42', 'vii42', 'iv43', 'i53', 'vi', 'III', 'ii43', 'III', 'III42', 'V', 'ii42', 'VI42', 'i42', 'vii42', 'i42', 'vii42', 'i42', 'III', 'vi', 'iv65', 'VI42', 'i', 'vii', 'VI6', 'VI42', 'i53', 'ii42', 'i42', 'III65', 'iii', 'iii', 'IV42', 'v6', 'vii', 'iii', 'ii', 'VII', 'i42', 'iii', 'iii', 'iii', 'III', 'iv7', 'iii', 'ii', 'i', 'vii', 'i', 'vii42', 'i42', 'iv65', 'i43', 'vi', 'i42', 'VI53', 'VI7', 'iii', 'V', 'i', '#vii7', 'i42', 'vii42', 'V', 'VI', 'VI6', 'VI', 'VI', 'ii43', 'III', 'i', 'vi', '#vii', 'iv6', 'i42', 'i7', 'i42', 'vi', 'i43', 'i7', 'vii', 'iii', 'v53', 'III53', 'iv65', 'v6', 'i42', 'iii', 'iii42', 'VII', 'i43', 'iii', 'iii', 'iv', 'III43', 'iv43', 'III53', 'ii', 'VII', 'i42', 'i42', 'vi', 'VI', 'v', 'V', 'i7', 'V', 'i', 'v', 'i', 'i']",a minor
641,"664---Shankar-Ehsaan-Loy,-Rahat-Fateh-Ali-Khan,-Mahalakshmi-Iyer,-Gulzar---Bol-Na-Halke-Halke_basic_pitch.mid",,"['ii7', 'VI', 'ii7', '#vi', 'ii7', 'ii7', 'ii7', '#vi', 'ii42', 'ii7', 'iv', 'VI', 'ii', 'i', 'VII64', 'iv', 'i', 'ii', 'iv', 'i42', 'iv', 'i', 'v65', 'i', 'i', 'iv7', 'i', 'v', '#vi65', 'IV', 'iv', 'v43', 'iv', 'iv', 'iv', 'iv', 'v42', 'ii42', 'iv', 'iv', 'iv', 'v7', 'i53', 'i', 'IV65', 'i42', '#vi6', 'iii', 'iv43', 'i7', 'iv', 'i7', 'iii', 'iv', 'i', 'i7', 'i', 'i', 'III53', 'III53', 'v6', 'vii', 'iv', 'VI', '#vi', 'III', 'vii', 'iv', 'i', 'i', 'i43', 'i53', 'IV53', 'v42', 'i', 'iv', 'iv', 'iv', 'v42', 'iv', 'iv', 'iv', 'iv', 'iv', 'v7', 'i', 'i', 'VII', 'vii', 'iv42', 'i53', 'i53', 'III', 'i', 'i', 'i', 'i', 'i7', 'i53', 'III53', 'v6', 'VII64', 'iv', 'i', '#vi', 'iii', 'vii', 'iv', 'i', 'i43', 'i7', '#vi', 'IV53', 'ii', 'i', 'iv', 'iv', 'i', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'v42', 'iv', 'v42', 'iv', 'ii42', 'iv', 'VI65', 'VI65', 'iv', 'i', 'iv', 'iv', 'v53', '#vi65', 'IV64', 'iv', 'v42', 'i', 'iv', 'iv', 'iv', 'v7', 'i', 'iv', 'iv', 'i', 'v42', 'i', 'i']",e minor
642,"665---Pritam,-Sunidhi-Chauhan,-Sameer---Crazy-Kiya-Re_basic_pitch.mid",,"['iii', 'iii', 'iii', 'iii', 'iii', 'iii', 'iii42', 'iii', 'iii', 'iii', 'IV42', 'iii', 'iii', 'iii', 'vi', 'iii', 'iii42', 'iii', 'iv42', 'iv42', 'iii', 'iii', 'iv42', 'iii', 'ii53', 'iii', 'vi42', 'IV', 'iii', 'V42', 'iv', 'bvi', 'II', 'vi', 'iv42', 'ii', 'iii7', 'IV42', 'iii7', 'iv42', 'iv7', 'iii', 'iii7', 'bvi', 'vii43', 'ii', 'bvi', 'iii7', 'I', 'iii7', 'iv42', 'ii', 'iii', 'IV7', 'bvi', 'iii', 'iii', 'vii43', 'iv7', 'iii', 'iii', 'iii', 'IV42', 'iv', 'iii', 'vi', 'V', 'V', 'iv', 'bvi', 'iv42', 'iii', 'iii7', 'iv7', 'iv42', 'iii', 'iii', '#iv7', '-', 'v42', 'IV42', 'II', 'ii', 'iii42', 'iii7', 'iv42', 'iii', 'iii7', 'ii', 'vii', 'I', 'v', 'vi', 'ii7', 'iii42', 'I', 'v', 'ii', 'iv42', 'iii', 'vi', 'iv', 'iv42', 'iii', 'bvi', 'iii', 'IV', 'iii', 'iii', 'vi', 'V', 'IV', 'iv', 'vi', 'iv42', 'ii', 'iv42', 'ii', 'iii', 'IV42', 'vi', 'ii', 'ii', 'iv42', 'iii', 'iii', 'iv42', 'ii6', 'ii53', 'iii', 'vi42', 'v42', 'IV7', 'vi42', 'IV53', 'bvi', 'iii', 'iii7', 'ii', 'ii', 'iii', 'iii7', 'IV7', 'iii7', 'IV7', 'iii', 'biii']",D major
